key,jp,vi
Text/1227/text,きひひ…それはそれで大騒ぎになりそうだな。,Kihihi... Thế thì ồn ào lắm.
Text/1228/text,悪いが、冗談なんかじゃない。,"Tiếc, không phải đùa."
Text/1229/text,よく聞け。お前たちが機関室に着く頃には…我はもう45番電車の車掌じゃなくなっている。,"Hãy lắng nghe cẩn thận. Khi ngươi tới Phòng Máy, tôi sẽ không còn là người điều khiển Chuyến tàu 45 nữa."
Text/122a/text,コンちゃんオメガをお前たちに渡した瞬間から、我は悪魔でも何でもない…ただの脆弱な存在になるからだ。,"Khoảnh khắc tôi giao Kon Omega cho ngươi, tôi chẳng khác gì một sinh vật yếu đuối... không phải Ác quỷ hay bất cứ thứ gì khác."
Choice/122b/text,この人形に…何をしたんだ？,Con búp bê này... Cậu đã làm gì nó thế?
Text/122c/text,それは自分で確かめろ。重要なのは…45番電車の主が空席になる、ってことだ。,Tự kiểm tra. Quan trọng là... chủ nhân tàu 45 sẽ bỏ trống.
Text/122d/text,異変で満たされた電車が制御を失ったら…どうなるか想像できるか？,Nếu một đoàn tàu chứa đầy dị thường mất kiểm soát... ngươi có thể tưởng tượng được điều gì sẽ xảy ra không?
Choice/122e/text,そりゃまあ…これまで散々経験してきたからな。,Thì... đã trải qua đủ.
Choice/122f/text,パズズが電車にやられたこともあったし。,Ví dụ như con tàu đã làm gì với Pazuzu.
Text/1230/text,そうなったら、お前たちが元の世界に帰るどころか…,"Nếu điều đó xảy ra, hãy quên việc các ngươi quay trở lại thế giới của mình đi..."
Text/1231/text,暴走する45番電車による、終わりなき搾取が始まるかもしれない。,"Có thể tàu 45 mất kiểm soát, bắt đầu bóc lột vô tận."
Choice/1232/text,…,...
Choice/1233/text,それを僕に話す理由は…？,Sao lại nói với tôi...?
Text/1234/text,きひひ…大方の察しがついたようだな。,Kihihi... Chắc đoán ra rồi.
Text/1235/text,……ああ、お前が。,...Đúng vậy. Ngươi.
Text/1236/text,我の後を継いで、お前が45番電車の主となり…電車と一生を共にすること。,"Kế tục ta, làm chủ tàu 45... sống cùng tàu cả đời."
Text/1237/text,45番電車の暴走を止めるには、新たな主が必要だからな。,Cần chủ mới để ngăn tàu 45 chạy loạn.
Text/1238/text,…それが、皆を帰すための最後の条件だ。,…Đó là điều kiện cuối cùng để đưa mọi người trở về.
Choice/1239/text,わかった。そうするよ。,Được rồi. Tôi sẽ làm điều đó.
Text/123a/text,そ……即答か！きひひっ…！,T-trả lời luôn! Kihihi...!
Text/123b/text,裏切られた気分で…悪魔にはうんざりだと、去っていく姿を想像してたんだがな。,"Tôi đang tưởng tượng ngươi bước đi trong sự ghê tởm, chán ghét Ác quỷ và cảm thấy bị phản bội."
Text/123c/text,…怖くないのか？,...Ngươi không sợ sao?
Choice/123d/text,…怖いよ。,...Sợ.
Choice/123e/text,僕はただの人間だから。,Tôi chỉ là con người.
Text/123f/text,…,...
Choice/1240/text,でも、君が全力で見つけ出した最後の方法なんだろう？,Nhưng đây là giải pháp cuối cùng cậu tìm thấy sau khi đã cho đi tất cả những gì cậu có.
Choice/1241/text,全力で信じるしかないさ。,Đành hết sức tin thôi.
Text/1242/text,ふん…お前ってやつは、本当に。,Hừ... đúng là cái thứ như ngươi...
Choice/1243/text,それに…,Và bên cạnh đó...
Text/1244/text,……？,...?
Choice/1245/text,45番電車の主…,Chủ tàu 45...
Choice/1246/text,コニアル様の命令には逆らえないからな。,Không thể cãi lệnh Konial-sama.
Text/1247/text,……！,...!
Text/1248/text,な…,C-cái...
Text/1249/text,い…言っただろう！我はもう、力も権力も全て失った人間以下の存在だと！,Tôi... tôi đã nói với ngươi rồi! Tôi đã mất hết sức mạnh và quyền hạn của mình... Giờ tôi không còn là con người nữa!
Text/124a/text,もう45番電車の主でもない…！お前が今すぐ我の首を絞めても、抵抗できないほど弱くなったんだ…,"Không còn là chủ tàu 45 nữa...! Dù mày bóp cổ, tao cũng yếu tới mức không chống cự nổi..."
Text/124b/text,コニアルという名前ももう使えない。あれは全ての過去を捨てて車掌になった時、自分で付けた誇り高き称号だった。,Ta thậm chí không thể dùng cái tên Konial được nữa. Đó từng là danh hiệu kiêu hãnh mà ta tự đặt cho mình khi rũ bỏ toàn bộ quá khứ để trở thành trưởng tàu.
Text/124c/text,今の我は、昔のように弱かった頃の…ラマシュトゥに戻ったんだ。,Giờ tao đã trở lại Lamashtu yếu đuối ngày xưa...
Text/124d/text,…我は、また全てを失った。それなのにお前は、我を…まだ。,...Tôi... Tôi lại mất tất cả mọi thứ một lần nữa. Vậy mà anh vẫn... em...
Choice/124e/text,ラマシュトゥだった頃の過去は知らない。,Tôi không biết quá khứ khi cô còn là Lamashtu.
Text/124f/text,…,...
Choice/1250/text,僕の記憶の中には…,Trong trí nhớ của tôi...
Choice/1251/text,うっとうしくて、傲慢で、わがままで…,"Có một người khó chịu, kiêu ngạo, tự cho mình là trung tâm..."
Choice/1252/text,恐るべき権能を持つ悪魔…,Ác ma quyền năng khủng khiếp...
Choice/1253/text,45番電車の主。,Chủ tàu 45.
Choice/1254/text,コニアルしかいなかったから。,Chỉ có Konial. Đó là tất cả những gì từng có.
Text/1255/text,…,...
Text/1256/text,…,...
Text/1257/text,……そうか。,...Được rồi.
Text/1258/text,このコニアル様の、最後の命令だからな。,Đây là mệnh lệnh cuối cùng của Lady Konial.
Text/1259/text,これ以上ごちゃごちゃ言わず、素直に従え。,"Đừng lằng nhằng nữa, ngoan ngoãn nghe lệnh."
Text/125a/text,わかったな？お前たちにはもう飽きた。別のおもちゃを探すとするよ。,Rõ chưa? Chán tụi bay rồi. Đi tìm đồ chơi khác.
Text/125b/text,あの娘たちにはよく伝えておけ。コニアル様がお前らを追い出したんだから、落ち込むなと。,Hãy chuyển lời nhắn của tôi tới những cô gái đó nhé. Hãy bảo họ đừng quá đau lòng vì Konial này đã gạt bỏ tất cả các ngươi.
Text/125c/text,この電車に乗る前の、あの退屈で単調な暮らしに戻るのさ。短い命で足掻き、藻掻いてかろうじて生きる…現実にな。,"Về cuộc sống buồn tẻ trước khi lên tàu. Vất vả, giãy giụa, sống lay lắt... thực tại."
Text/125d/text,恋しくなってもしようがない。お前たちはもう用済みなんだからな。,Nhớ anh tất cả những gì em muốn... điều đó sẽ không thay đổi được gì cả. Ngươi đã sống lâu hơn sự hữu ích của mình.
Text/125e/text,二度と…二度とこのコニアル様の尊顔を…拝めなくなるんだぞ！,Không bao giờ nữa... ngươi sẽ không bao giờ nhìn thấy vẻ mặt cao quý của Konial này nữa.
Text/125f/text,…だから、泣きたくなってもぐっと堪えるんだな？きひひ…,...Nên muốn khóc cũng phải nén nhé? Kihihi...
Choice/1260/text,…,...
Choice/1261/text,……元気で、コニアル。,"...Cẩn thận nhé, Konial."
Text/1262/text,…,...
Text/1263/text,…,...
Text/1264/text,……ありがとう。,...Cảm ơn.
Text/1266/text,んんっ…んひぃっ…？！,Ưm... ư hí...?!
Text/1267/text,この光景にも慣れてきた気がします…早く解いてあげましょう。,Cảnh này cũng quen rồi nhỉ... mau cởi trói cho cô ấy.
Text/1268/text,……んんっ…はぁ…,...Ưm... haa...
Text/1269/text,……なにをそんなに焦らしてる…？こっちは裸で待たされて…ふぇっくしゅ！,...Làm gì mà lâu thế? Bên này cởi truồng chờ này... hắt xì!
Choice/126a/text,パズズについて…,Về Pazuzu...
Text/126b/text,パズズさんとあなたは親しい間柄だったみたいですが…,Pazuzu và cô từng thân thiết nhỉ...
Text/126c/text,……ああ、あいつ？きひひっ…実のところ、よく知らん。アカデミーで同じクラス…だった気もするが。,"...À, con đó? Kihihi... thực ra không rõ. Cùng lớp Học viện... hình như thế."
Text/126d/text,…え？でも、あの財布の中に一緒に撮った写真が…,...Hả? Nhưng tấm ảnh chụp chung trong ví...
Text/126e/text,写真？我があんな下級天使と写真を撮る理由があるとでも？,Ảnh? Ta chụp với thiên thần hạ cấp sao?
Text/126f/text,……ということは…この写真……改めて見ると、ちょっと変ですね。,...Vậy là... tấm ảnh này... nhìn kỹ hơi lạ.
Choice/1270/text,一緒に撮ったというよりは…,Không phải chụp chung...
Choice/1271/text,『撮られた』感じだね…,Mà là bị chụp lén.
Text/1272/text,アカデミーも短期間しか通ってなかったからな。記憶は曖昧だが…そうだな、やたら気持ち悪いくらい目につく奴がいた。,Học viện cũng chỉ học ngắn. Nhớ mờ... nhưng có một thằng dính mắt kinh tởm.
Text/1273/text,どこに行っても、ハエみたいに周りを付きまとってた。名前すら知らなかったが…今回、電車を壊されて思い出した。,Đi đâu cũng bám như ruồi. Không biết tên... nhưng lần này nó đập tàu mới nhớ.
Text/1274/text,パズズ…あいつが…,Pazuzu... nó...
Text/1275/text,あいつが我をアカデミーから追い出したんだ。,Nó đuổi ta khỏi Học viện.
Text/1276/text,……パズズが？なんで？名前も知らなかったんでしょ？,...Pazuzu đã làm vậy? Tại sao? Cậu nói cậu thậm chí còn hong biết tên cô ấy.
Text/1277/text,我が知るか。何か癪に障ることでもあったんだろうさ。最初は貢物なんかを机の上にこっそり置いてきたかと思えば…小さな聖遺物から段々と量が増えていったんだ。,"Làm sao tôi biết được? Chắc hẳn có điều gì đó ở tôi đã khiến cô ấy bị tổn thương. Lúc đầu, cô ấy bí mật để lại những lễ vật nhỏ trên bàn của tôi, sau đó nó dần dần trở thành những Thánh tích nhỏ, số lượng ngày càng tăng theo thời gian."
Text/1278/text,天使が悪魔に…？それで、それらはどうなったんですか…？,Thiên thần tặng quà cho Ác quỷ?...Vậy chuyện gì đã xảy ra với tất cả bọn họ?
Text/1279/text,もちろん全部燃やして…捨ててやりたかったが…一応聖遺物だからな。知らないふりして、元に戻しておいたよ。天使如きが理由もなく貢物を寄越すわけが無い。,"Dĩ nhiên muốn đốt hết... vứt đi... nhưng là thánh tích nên giả vờ không biết, để lại. Thiên thần chẳng có lý do gì mà gửi đồ lễ."
Text/127a/text,全部処分してやった後は、あいつが我を煩わせることはなくなった。ようやく陰湿な嫌がらせから解放されたと思ったのさ。,"Sau khi xử lý hết, con đó không làm phiền nữa. Tưởng thoát khỏi quấy rối âm ỉ."
Text/127b/text,だが、その後…,Nhưng sau đó...
Text/127c/text,…,...
Text/127d/text,…そうか。あいつだったのか…今になってわかったぞ。,...Ra vậy. Là nó... giờ mới hiểu.
Text/127e/text,…きひッ…きひひッ…！パズズ…そういうことだったのか…,...Kí... Kihihi...! Pazuzu... hóa ra là thế...
