Type,EventID,Korean,Vietnamese,SourceFile,Line
mai,14b4,"하지만 어디까지나 직감이 좋은 거라서 말이야. 행운하고는 다른 걸.","Nhưng đây chỉ là Trực giác tốt thôi, cậu biết không? Nó không giống như sự may mắn.",small_talk_mai.dtl,164
mai,14b5,"복권은 몇장을 사도 꽝 뿐이라는 느낌이고..","mai: Vé số mua bao nhiêu cũng trượt hết...",small_talk_mai.dtl,166
mai,14b6,"경마는 배당이 낮은 말이 이길 뿐인 데다 연속으로 맞춰 보니 경마장 직원이 다음부턴 오지 말라고 했어.","Và với môn đua ngựa, tôi chỉ chọn những người chiến thắng có tỷ lệ cược thấp. Sau khi đánh quá nhiều lần, nhân viên bảo tôi đừng quay lại.",small_talk_mai.dtl,167
mai,14b7,"그런 이유로 편하게 돈 벌 수 있는 치트 능력은 아니라는 말씀! 실망했다면 미안. 하하핫","Vì vậy, đó không phải là một số mã gian lận để kiếm tiền dễ dàng! Xin lỗi để làm thất vọng. Ahahaha.",small_talk_mai.dtl,169
choice,14b8,"아쉽네..가 아니고. 실은 말이야.","Thật đáng tiếc... chờ đã, không, không phải vậy. Thực ra, hãy lắng nghe.",small_talk_mai.dtl,170
choice,14b9,"전에 탐색을 하면서 챙겨온 물건이 있어.","Có thứ gì đó tôi đã nhặt được trong quá trình Thám hiểm trước đây.",small_talk_mai.dtl,171
mai,14ba,"응? 이게 뭐지? 전단지야? 어디 봐봐.","mai: Hử? Gì vậy? Tờ rơi à? Xem nào xem nào...",small_talk_mai.dtl,173
mai,14bb,"45번 전차와.. 파칭코 콜라보레이션?","mai: Tàu số 45 và... cộng tác pachinko?",small_talk_mai.dtl,174
choice,14bc,"전차칸 하나를 통째로 이벤트 칸으로 운행한 적이 있었나봐.","Có vẻ họ đã từng vận hành cả một toa làm không gian sự kiện đặc biệt.",small_talk_mai.dtl,175
mai,14bd,"헤에, 그렇구나. 이것 때문에 복권 얘기를 꺼낸 거구나.","Ồ, tôi hiểu rồi. Đó là lý do tại sao cậu lại nhắc tới chuyện xổ số.",small_talk_mai.dtl,177
mai,14be,"그치만 이 장소가 지금도 전차에 남아 있을까? 이미 기간이 지나 버린 거 같은데.","Nhưng liệu nơi này có còn tồn tại trên tàu không? Có vẻ như thời gian sự kiện đã kết thúc.",small_talk_mai.dtl,178
choice,14bf,"이 전단지가 이유 없이 전차에 떨어져 있을거라 생각하진 않아.","Ừm. Nhưng tớ không nghĩ tờ rơi này lại rơi trên tàu một cách vô cớ đâu.",small_talk_mai.dtl,179
choice,14c0,"아마도 칸칸네비를 이용해 도착할 수 있는 힌트가 되지 않을지..","Có lẽ đó là gợi ý để đến được nơi nào đó thông qua Kankan Navi...",small_talk_mai.dtl,180
mai,14c1,"노선들을 막 연결하는 그거 말이지? 이 전단지에 적힌 힌트들을 조합한다면..","mai: Cái đó nối đủ thứ route hả? Nếu kết hợp các gợi ý trên tờ rơi...",small_talk_mai.dtl,182
mai,14c2,"어디어디.. ..으. 으앗?!","Hãy xem ở đây... Mm... WHOA?!",small_talk_mai.dtl,184
choice,14c3,"왜 그래?","Có chuyện gì thế?",small_talk_mai.dtl,185
mai,14c4,"이거! '샤이닝 라비린스'잖아? 내 최애 애니메이션인데!","mai: Cái này! 'Shining Labyrinth' hả!? Anime tớ đẩy mạnh nhất nè!",small_talk_mai.dtl,186
choice,14c5,"파칭코와 애니메이션 콜라보는 흔하니까.","Tuy nhiên, việc hợp tác giữa Pachinko và anime là khá phổ biến.",small_talk_mai.dtl,187
mai,14c6,"하, 한정 굿즈도 있다고?","mai: Ưa! Có cả hàng limited nữa hả!?",small_talk_mai.dtl,189
mai,14c7,"저기, 당장 가 보자! 응? 이건 놓칠 수 없단 말이야!","mai: Này, giờ đi liền đi! Nha! Cái này không thể bỏ lỡ được!",small_talk_mai.dtl,190
choice,14c8,"파칭코보다 애니메이션에 더 크게 반응하네..","Cô ấy hứng thú với anime hơn là về pachinko...",small_talk_mai.dtl,191
mai,14c9,"이런 콜라보는 이 이벤트에서만 볼 수 있는 일러스트나 굿즈가 잔뜩이니까!","mai: Mấy vụ collab này có đầy hàng hiếm chỉ có ở sự kiện đó!",small_talk_mai.dtl,193
mai,14ca,"부탁이야~ 이 콜라보 전차 칸. 찾아줄 수 있지?","mai: Làm ơn~! Tìm toa collab này giùm tớ nha?",small_talk_mai.dtl,195
choice,14cb,"그렇게까지 간절하게 부탁하면..","Nếu cậu định cầu xin một cách tuyệt vọng như thế...",small_talk_mai.dtl,196
choice,14cc,"다음 탐색은 이 곳을 목표로 할게.","Tôi sẽ biến đây thành mục tiêu thăm dò tiếp theo của chúng ta.",small_talk_mai.dtl,197
mai,14cd,"앗싸! 고마워, 정말 좋아!","Đúng! Cảm ơn, cậu là người tuyệt vời nhất!",small_talk_mai.dtl,199
narration,14ce,"이 전단지가 새로운 종착점을 발견할 힌트가 될 지 모르겠지만..","(Không biết tờ rơi này có là gợi ý để tìm ga cuối mới không...)",small_talk_mai.dtl,200
narration,14cf,"방방 뛰며 기뻐하는 마이를 위해서라도 주의깊게 체크해 보자.","Vì Mai, nhảy nhót vui vẻ như cô ấy, tôi nên kiểm tra kỹ càng.",small_talk_mai.dtl,201
choice,14d0,"뒤로 가기","Quay lại",small_talk_mai.dtl,208
mai,1522,"아아앙~ 거기~","Aaaah! Ngay đó!",small_talk_reina.dtl,184
mai,1524,"흐앙~! 너무 좋아! 좀 더..","mai: Hư aaaa! Sướng quá~! Nữa đi~!",small_talk_reina.dtl,188
mai,1528,"하아~ 있잖아, 레이나가 이렇게나 능숙할 줄 몰랐어. 내 약한 부분 잔뜩 알고 있다니까?","mai: Chà~ không ngờ Reina giỏi thế. Biết hết chỗ yếu của tớ hay sao ấy?",small_talk_reina.dtl,195
mai,152b,"하으응?!","mai: Hư ưn!?",small_talk_reina.dtl,200
choice,152c,"기분 좋아 보여.","Có vẻ như em đang tận hưởng chính mình.",small_talk_reina.dtl,201
choice,152d,"마사지 꽤 능숙해 보이는걸.","Em khá thành thạo việc đó.",small_talk_reina.dtl,202
mai,1530,"으히잇! 아파..! ..그치만 좋아!","mai: U hiiii! Đ-Đau... nhưng... sướng quá!",small_talk_reina.dtl,208
choice,1531,"레이나도 꽤나 근육 뭉쳐있을거 같아.","Reina cũng có vẻ cứng người nhỉ.",small_talk_reina.dtl,209
choice,1532,"늘 힐을 신고 있으니까.","Toàn đi giày cao gót mà.",small_talk_reina.dtl,210
mai,1534,"하아. 하아. 좋아.. 그럼 이제 교대할까? 내가 레이나의 뭉친 곳 말랑말랑하게 풀어줄게!","mai: Hà, hà... được, đổi lượt nhé? Tớ sẽ xoa bóp chỗ mỏi của Reina thật nhẹ nhàng~!",small_talk_reina.dtl,214
mai,1536,"기대하라고~ 마사지 스킬은 없지만 손 힘은 꽤 쓸만하니까. 봐봐, 이렇게..","mai: Chờ đấy nhé~! Tớ không có kỹ thuật mát-xa nhưng nhìn vậy chứ có sức đấy. Nào, thế này...",small_talk_reina.dtl,217
mai,1537,"(꾸우욱..)","(Rặn...)",small_talk_reina.dtl,219
narration,1538,".....","...",small_talk_reina.dtl,220
mai,153a,"(꾸..욱) ..어..어라?","(Hự...) Ô kìa?",small_talk_reina.dtl,225
mai,153b,"다시 한번.. 으.. 으그그그읏!","Một lần nữa... Ngh... Nnnggghhh!",small_talk_reina.dtl,227
mai,153e,"으그극! 뭐야 이거..","Ực! C-Cái gì thế này...",small_talk_reina.dtl,231
mai,153f,"레이나의 어깨 완전 돌덩이야.","mai: Vai Reina cứng như đá luôn!!",small_talk_reina.dtl,232
mai,1541,"..너도 와서 만져 봐. 이런 건 처음이야.","mai: Này cậu, lại đây sờ thử đi. Lần đầu tớ thấy đấy.",small_talk_reina.dtl,236
choice,1542,"...","...",small_talk_reina.dtl,237
choice,1543,"대단해, 완전 단단한데.","Ghê thật, cứng đơ hoàn toàn.",small_talk_reina.dtl,238
mai,154a,"그렇구나, 온천.. 온천이라.","Tôi hiểu rồi, suối nước nóng... Suối nước nóng à.",small_talk_reina.dtl,251
mai,154b,"..아! 잠깐 기다려봐!","mai: A! Chờ một chút!",small_talk_reina.dtl,252
narration,154c,".....","...",small_talk_reina.dtl,254
mai,154f,"좀 전에 탐색하면서 주웠어! 이 전차에서 온천 칸을 운영했었나 봐.","mai: Tớ nhặt lúc thám hiểm đó! Có vẻ tàu này có toa tàu suối nước nóng.",small_talk_reina.dtl,258
mai,1558,"맞아, 만약 찾게 되면 느긋하게 즐기고 오도록 해!","mai: Ừ ừ, nếu tìm được thì thư giãn thoải mái đi nha!",small_talk_reina.dtl,270
mai,155a,"나는 뜨거운 거 별로 안 좋아하기도 하고, 레이나가 잔뜩 근육 풀어 줘서 이미 컨디션 최고야.","Tôi không thực sự thích những thứ nóng bỏng, và cậu đã thả lỏng cơ bắp của tôi rất tốt nên tôi đã cảm thấy tuyệt vời rồi.",small_talk_reina.dtl,274
mai,155b,"여기서 기다리고 있을 테니까, 돌아오면 나머지 마사지도 부탁할게?","Tôi sẽ đợi ở đây, vậy khi cậu quay lại, cậu có thể hoàn thành phần còn lại của việc mát-xa cho tôi được không?",small_talk_reina.dtl,275
mai,1597,"<좋아, 다음으로 가볼까~/제법인데? 계속해서 가자/전혀 몰랐는데.. 대단하네.>","다음으로 가볼까~/제법인데? 계속해서 가자/전혀 몰랐는데.. 대단하네.>",stage_clear_talk.dtl,7
mai,159e,"뭐?! 내가 이상한 거였어?","mai: Hả?! Tớ là người bị dị biến á...?",stage_clear_talk.dtl,20
choice,159f,"작은 마이도 귀엽네","Bé Mai cũng khá dễ thương.",stage_clear_talk.dtl,21
mai,15a0,"하핫! 당연하지.","mai: Ahaha! Đương nhiên rồi.",stage_clear_talk.dtl,22
mai,15a1,"이 모습도 나름 괜찮을 거 같은데? 작았을 때 생각도 나고. 그때는 모든 게 이렇게 커 보였구나.","Thực ra kích thước này cũng không tệ lắm nhỉ? Mang lại những kỷ niệm khi còn nhỏ. Hồi đó mọi thứ trông cũng to lớn thế này.",stage_clear_talk.dtl,23
mai,15a2,"저기! 목마 태워 줘. 목마!","mai: Này! Cõng tớ đi!",stage_clear_talk.dtl,24
mai,15a7,"이변이 나한테 있었다고?","mai: Dị biến xảy ra trên người tớ á...?",stage_clear_talk.dtl,33
mai,15a8,"으앗?! 이게 뭐야, 하하핫!","mai: Úi!? Cái gì thế, ahaha!",stage_clear_talk.dtl,34
mai,15a9,"너무 자연스러워서 몰랐네.. 어쨌든 찾아내서 다행이야!","mai: Tự nhiên quá nên không nhận ra luôn... dù sao tìm ra được là tốt rồi!",stage_clear_talk.dtl,35
mai,15af,"나도, 재밌었어! 점점 눈에 익는걸.","mai: Tớ cũng thấy vui nha! Có vẻ quen dần rồi.",stage_complete.dtl,26
choice,15b0,"만만치 않네.","Cũng khó chịu đấy.",stage_complete.dtl,27
mai,15b2,"나도 집중력이 약하거든, 열심히 뛰어다니긴 했지만..","mai: Tớ cũng thiếu tập trung mất, chạy tới chạy lui khắp nơi...",stage_complete.dtl,34
mai,15b6,"난이도 업! 이라는 느낌인가? 뭐든 좋지만!","mai: Khó hơn hả? Dù sao cũng chả sao!",stage_complete.dtl,40
mai,15c3,"응? 난 휴식 시간에 자위..","Hửm? Tôi? Tôi thủ dâm trong thời gian còn lại—",stage_complete.dtl,63
mai,15c7,"하하하! 맞아, 해버렸지! 야한 거.","Ahahaha! Đúng, hoàn toàn có! Những thứ nghịch ngợm!",stage_complete.dtl,73
mai,15c9,"뭐, 애초에 그런 컨셉의 전차인 거 같으니까.","mai: Dù sao tàu này cũng có concept thế mà.",stage_complete.dtl,81
mai,15d2,"아 맞아!","Ồ, đúng rồi!",stage_complete.dtl,99
mai,15d3,"(옷 속으로 손을 집어넣어 브라 안에서 무언가를 꺼낸다.)","(Cô ấy thò tay vào quần áo và lôi thứ gì đó ra khỏi áo ngực.)",stage_complete.dtl,101
mai,15d5,"몰라, 가슴이 간지러워서 보니까 브라 사이에 잔뜩 껴 있었어.","Không biết. Ngực tôi ngứa ngáy nên tôi nhìn thì thấy có cả đống nhét trong áo lót của tôi.",stage_complete.dtl,109
choice,15d6,"나도 이정도가 생겼어.","Tôi cũng ra được từng này.",stage_complete.dtl,110
mai,15e0,"그거 알아.. 페로몬 향수 같은 건가?","Ồ, tôi hiểu rồi. Giống như nước hoa pheromone hay gì đó?",stage_complete.dtl,131
mai,15e4,"알았어! 땀이나 오줌 같은 노폐물이구나.","Hiểu rồi! Vì vậy, nó là một chất thải, như mồ hôi hoặc nước tiểu!",stage_complete.dtl,138
mai,15e7,"그렇구나, 야한 기분을 해소할 때마다.. 그래서 이렇게나 티켓이 생겨난 거였어.","mai: Hóa ra~ cứ xả hơi erotic là ra nhỉ... ra được nhiều vé thế này.",stage_complete.dtl,148
mai,15e9,"이게 필요한 거야? 뭐 상관 없지만.","Cậu cần những thứ này? Ý tôi là, sao cũng được, chắc chắn rồi.",stage_complete.dtl,151
mai,15f0,"와아! 그럼 티켓은 한 명한테 모아 놓는게 좋겠네. 자, 내 티켓 전부야! 가슴에 껴 있어서 축축해졌지만.. 헤헤.","mai: Woah! Vậy gom vé cho một người nhỉ. Nà, hết vé của tớ nè! Kẹp trong áo ngực nên hơi ẩm ướt một chút... ahaha.",stage_complete.dtl,166
narration,15f1,"티켓 37장을 받았다.","Nhận được 37 vé tình niệm.",stage_complete.dtl,168
mai,15f5,"...레이나짱, 뭔가 낳았어!","...Reina, em vừa sinh ra thứ gì đó!",stage_complete.dtl,180
mai,15f8,"와앗! 엄청 많아. 내 두배는 되는 거 같네!","Oa! Nhiều thế! Hình như phải gấp đôi của tớ luôn ấy chứ!",stage_complete.dtl,189
choice,15f9,"정념 티켓이 이렇게나 많다는 건..","Có nhiều vé tình niệm thế này tức là...",stage_complete.dtl,190
mai,15fa,"하하하! 레이나짱, 누구보다 알차게 즐기고 있었잖아?","mai: Ahaha! Reina là đứa tận hưởng nhiều nhất nhỉ?",stage_complete.dtl,192
mai,1605,"레이나 짱, 탐색을 다녀올 때마다 엉망진창이 된다니까. 하하하!","mai: Reina lần nào thám hiểm xong cũng ướt nhem trở về mà. Ahaha!",stage_complete.dtl,223
mai,1607,"그게, 시작 지점을 지키는 건 외로우니까.","Ý tôi là, việc bảo vệ điểm xuất phát sẽ rất cô đơn, cậu biết không?",stage_complete.dtl,231
mai,160c,"어? 정말이잖아. 기다려 봐. 핸드폰 시간으로는..","Hả? Cậu nói đúng! Đợi một chút. Theo điện thoại của tôi...",stage_complete.dtl,244
mai,160d,"4시 32분?","reina: 4 giờ 32 phút ạ?",stage_complete.dtl,245
mai,160e,"탑승했을 때가 적어도 4시 이후였을 텐데..","Nhưng phải hơn 4 giờ chúng tôi mới lên tàu...",stage_complete.dtl,246
choice,160f,"그렇다는 건..","Điều đó có nghĩa là...",stage_complete.dtl,247
choice,1610,"시간이 멈춰 있어.","Thời gian ngừng trôi.",stage_complete.dtl,248
mai,1619,"나는 야한 거 좋아하니까, 집에 가면 지루하기도 하고.. 하지만.. 나 동생들이 있거든. 저녁은 늘 내가 차려 줘서.","Ý tôi là, tôi cực kỳ thích những thứ dâm đãng, và về nhà sẽ rất nhàm chán và tất cả... Nhưng... tôi còn có những đứa em, cậu biết không? Tôi luôn làm bữa tối cho họ.",stage_complete.dtl,267
mai,161a,"정말 즐겁지만.. 오늘은 슬슬 돌아가야 한달까.","Chuyện này thực sự rất thú vị nhưng... có lẽ tôi nên quay lại sớm thôi.",stage_complete.dtl,268
mai,162b,"이 티켓이? 저번에는 분명 정념이 소화되고 나온 부산물이라고..","reina: Cái vé này...? Hồi nãy là sản phẩm phụ từ tình niệm tiêu hóa, bài tiết ra khỏi cơ thể...",stage_complete.dtl,295
mai,162e,"이 티켓이 말이야? 그냥 종이 조각으로 보이는데..","mai: Cái vé này á? Như giấy vụn thôi mà...",stage_complete.dtl,300
mai,1640,"뭐야, 난 전차에 타기 전에 몇마디 했다고!","mai: T-Thì tớ với cậu có nói chuyện trước khi lên tàu mà!",stage_complete.dtl,327
mai,1647,"나도, 어째선지 이 전차에 잘못 타버렸지만, 이렇게 만났으니까!","Tôi cũng vậy! Chắc chắn rồi, bằng cách nào đó tôi đã vô tình lên chuyến tàu này, nhưng nhìn xem... dù sao thì chúng ta cũng đã gặp nhau!",stage_complete.dtl,340
mai,1650,"난 여태 몰랐어..","Tôi thực sự không có ý tưởng...",stage_complete.dtl,357
mai,1659,"신체적으로는?","...Về mặt thể chất?",stage_complete.dtl,373
mai,1677,"엣.. 거짓말. 이 녀석. 기절했어.","Cái... Không thể nào. Anh chàng này. Anh ấy đã bất tỉnh.",stage_complete.dtl,430
mai,167c,"나도 분명 들었어. 티켓에 관련된 거지?","mai: Tớ cũng nghe rõ mà! Có liên quan tới vé đúng không?",stage_complete.dtl,443
mai,1680,"뭐? 그건 우리가 원해서 온 게 아니거든!","mai: Hả? Đâu ai nhờ vả gì đâu!",stage_complete.dtl,457
mai,1683,"그게 뭐야, 완전 억지잖아!","Cái gì cơ, thế thì vô lý hết sức!",stage_complete.dtl,462
